StringID,English_Translator,Screenshot,Notes,English,ChineseTrad,ChineseSimp,Japanese,Korean,Danish,Dutch,French,German,Italian,Norwegian,Russian,Spanish,Swedish,Turkish,Portuguese
Aura_Bugs,Butterfly Effect,,,Butterfly Effect,蝴蝶效應,蝴蝶效应,バタフライエフェクト,나비 효과,Sommerfugleeffekt,Vlindereffect,Effet papillon,Schmetterlingseffekt,Effetto farfalla,Ringvirkninger,Эффект бабочки,Efecto mariposa,Fjärilseffekten,Kelebek Etkisi,Efeito Borboleta
Aura_Cards,Magic Illusion,,,Magic Illusion,魔法幻象,魔法幻觉,マジックイリュージョン,마술 환영,Magisk illusion,Magische illusie,Illusion magique,Magische Illusion,Illusione magica,Magisk illusjon,Магия иллюзий,Ilusionismo,Magisk illusion,Büyü İllüzyonu,Ilusão Mágica
Aura_Colors,Colour Pop,,,Colour Pop,色彩爆炸,彩色光环,カラフルポップ,화려한 색,Farvestråle,Kleurenpracht,Explosion de couleurs,Farbenpracht,Scoppio colorato,Fargeklatt,Конфетти,Arcoíris,Klara färger,Renk Patlaması,Estouro Colorido
Aura_Diamonds,Diamond Ring,,,Diamond Ring,鑽石戒指,钻石指环,ダイアモンドリング,다이아몬드 고리,Diamantring,Diamanten ring,Rivière de diamants,Diamantring,Anello di diamanti,Diamantring,Кольцо из алмазов,Anillo de diamantes,Diamantring,Elmas Yüzük,Anel de Diamante
Aura_Embers,Falling Ember,,,Falling Ember,掉落灰燼,消逝的余烬,火花,떨어지는 불씨,Faldende gløder,Vallend kooltje,Braises volantes,Aschefall,Braci al vento,Fallende glør,Падающие угольки,Lluvia de brasas,Fallande glöd,Düşen Kor,Chovendo Brasa
Aura_Fire,Flame Thrower ,,,Flame Thrower,火焰投擲者,火焰喷射器,火炎放射,화염 방출,Flammekaster,Vlammenwerper,Lance-flammes,Flammenwerfer,Lanciafiamme,Flammekaster,Огнемет,Lanzallamas,Eldkastare,Alev Silahı,Lança-chamas
Aura_GroundLightning,Lightning Charger,,,Lightning Charge,雷電進擊,闪电冲刺,イナズマチャージ,번개 충전,Lynangreb,Bliksemlading,Charge foudroyante,Blitzladung,Carica fulminea,Lynangrep,Заряд молнии,Carga eléctrica,Blixtladdning,Yıldırım Hücumu,Recarga de Raio
Aura_Ice,Frost Bite ,,,Frost Bite,寒霜凍傷,冰霜之咬,フロストバイト,얼음덩이,Forfrysning,Bevriezing,Froid mordant,Frostbiss,Morso di gelo,Frostbitt,Кусачий мороз,Congelación,Köldskada,Soğuk Isırması,Queimadura de Frio
Aura_Leaves,Leaf Shield,,,Leaf Shield,葉片護盾,树叶之盾,木の葉のシールド,나뭇잎 방패,Bladskjold,Bladerschild,Bouclier de feuilles,Blattschild,Scudo di foglie,Løvskjold,Щит из листьев,Escudo vegetal,Lövsköld,Yaprak Kalkanı,Escudo de Folha
Aura_Lightning,Magnetic Power,,,Magnetic Power,磁力,磁力,マグネットパワー,자기력,Magnetisk kraft,Magnetische kracht,Pouvoir magnétique,Magnetkraft,Potere magnetico,Magnetisk kraft,Сила магнетизма,Poder magnético,Magnetisk kraft,Manyetik Güç,Poder Magnético
Aura_Orbs,Space Orbs,,,Space Orbs,太空球,太空球,スペースボール,우주 구체,Rumsfærer,Ruimtebollen,Orbes spatiaux,Raumsphären,Sfere spaziali,Romkuler,Космические сферы,Orbes espaciales,Rymdklot,Uzay Küreleri,Esferas Espaciais
Aura_Star,Star Shine,,,Star Shine,星光閃耀,星耀,キラキラスター,별빛,Stjerneskær,Sterrenschijn,Radiance solaire,Sternenschein,Luce stellare,Stjerneskinn,Звездное сияние,Brillo estelar,Stjärnglans,Yıldız Işıltısı,Brilho da Estrela
Aura_Water,Whirlpool,,,Whirlpool,漩渦,漩涡,渦巻き,소용돌이,Malstrøm,Draaikolk,Tourbillon,Whirlpool,Vortice,Virvelstrøm,Водоворот,Remolino,Strömvirvel,Girdap,Redemoinho
Aura_Wind,Blue Wind,,,Blue Wind,藍風,蓝风,ブルーウィンド,푸른 바람,Blå vind,Blauwe wind,Vent bleu,Blauer Wind,Vento azzurro,Blå vind,Голубой ветер,Viento azulado,Blå vind,Mavi Yel,Vento Azul
Aura_Dizzy,Dizzy,,,Dizzy,暈眩,晕眩,ぴよぴよ,현기증,Svimmel,Duizelig,Vertige,Taumeln,Stordimento,Ør,Головокружение,Mareo estrellado,Yra,Sersem,Tontos
Aura_Sparks,Sparks,,,Sparks,火花,火花,スパーク,스파크,Gnister,Vonken,Étincelles,Funken,Scintille,Gnist,Искры,Chispas,Gnistor,Parıltılar,Centelhas
Hat_Alien,Alien Helmet,,,Alien Helmet,外星人頭盔,外星头盔,エイリアン,외계인 헬멧,Rumhjelm,Buitenaardse helm,Casque extraterrestre,Alienhelm,Elmo alieno,Romhjelm,Шлем пришельца,Casco alienígena,Utomjordingsmask,Uzaylı Kaskı,Capacete Alienígena
Hat_Bag,Hat of Mystery,,,Hat of Mystery,神秘帽,神秘之帽,ミステリーハット,신비한 모자,Trolddomshat,Hoed van het mysterie,Chapeau du mystère,Hut der Geheimnisse,Cappello misterioso,Mystisk hatt,Шляпа анонима,Sombrero misterioso,Mysteriehatt,Gizem Şapkası,Chapéu do Mistério
Hat_BatGrey,Dark Knight ,,,Dark Knight,黑暗騎士,黑暗骑士,ダークナイト,다크 나이트,Mørk ridder,Zwarte ridder,Chevalier noir,Dunkler Ritter,Cavaliere oscuro,Mørkets ridder,Темный рыцарь,Caballero oscuro,Mörkerriddare,Karanlık Şövalye,Cavaleiro Sombrio
Hat_BatRed,Crimson Knight,,,Crimson Knight,深紅騎士,赤红骑士,クリムゾンナイト,크림슨 나이트,Højrød ridder,Rode ridder,Chevalier pourpre,Roter Ritter,Cavaliere cremisi,Rød ridder,Алый рыцарь,Caballero carmesí,Blodröd riddare,Kızıl Şövalye,Cavaleiro Púrpura
Hat_Cap,Everyday Cap ,,,Everyday Cap,日常帽,日常帽,ふつうのキャップ,평범한 모자,Hverdagskasket,Dagelijkse pet,Casquette commune,Tagesgrenze,Cappello comune,Hverdagslue,Повседневная кепка,Gorra ordinaria,Vardagskeps,Günlük Kep,Boné Cotidiano
Hat_Cat,Feline Helmet,,,Feline Helmet,貓科頭盔,猫咪头盔,ねこみみヘルメット,고양이 헬멧,Kattehjelm,Katachtige helm,Casque félin,Katzenhelm,Elmo felino,Kattehjelm,Кошачий шлем,Casco felino,Katthjälm,Kedi Kaskı,Capacete Felino
Hat_Chicken,Chicken Beanie,,,Chicken Beanie,小雞毛帽,鸡仔便帽,チキンビーニー,치킨 비니,Kyllingehue,Kippenpoppetje,Bonnet poulet,Hühnerhaube,Cuffietta da gallina,Kyllinglue,Плюшевый цыпленок,Gorro de pollo,Kycklingmössa,Tavuk Beresi,Gorro de Galinha
Hat_Football,Football Head,,,Football Head,美式足球頭,橄榄球头,フットボール頭,럭비공 머리,Fodboldhoved,Footballhoofd,Tête ballon US,Football-Kopf,Testa di football,Fotballhatt,Мяч для регби,Fútbol americano,Fotbollshuvud,Futbol Başlığı,Cabeça de Futebol Americano
Hat_HelmDevil,Devil Helmet,,,Devil Helmet,惡魔頭盔,魔鬼头盔,デビルヘルメット,악마 헬멧,Djævlehjelm,Duivelshelm,Casque de diable,Teufelshelm,Elmo del diavolo,Djevelhjelm,Шлем беса,Casco diabólico,Djävulshjälm,Şeytan Kaskı,Capacete do Diabo
Hat_HelmHorned,Horned Helmet,,,Horned Helmet,帶角頭盔,有角头盔,角つき兜,뿔 달린 헬멧,Hjelm med horn,Gehoornde helm,Casque cornu,Hörnerhelm,Elmo cornuto,Hjelm med horn,Рогатый шлем,Casco cornudo,Hornhjälm,Boynuzlu Kask,Capacete com Chifres
Hat_HelmTall,Magnificent Helmet,,,Magnificent Helmet,華麗頭盔,华丽头盔,偉人の兜,웅대한 헬멧,Storslået hjelm,Luisterrijke helm,Casque magnifique,Prachthelm,Elmo magnifico,Storslagen hjelm,Величественный шлем,Casco majestuoso,Magnifik hjälm,Muhteşem Kask,Capacete Magnífico
Hat_HelmWhite,White Warrior Helmet,,,White Warrior Helmet,白色戰士頭盔,白战士头盔,白戦士の兜,백색 전사 헬멧,Hvid krigers hjelm,Witte strijdershelm,Casque de guerrier blanc,Weißkriegerhelm,Elmo del guerriero bianco,Hvit krigerhjelm,Шлем белого воина,Casco de guerrero blanco,Vit krigarhjälm,Beyaz Savaşçı Kaskı,Capacete do Guerreiro Branco
Hat_Ice,Ice Walker Helmet,,,Ice Walker Helmet,冰行者頭盔,冰上行者头盔,アイスウォーカーの兜,극지 방랑자 헬멧,Isgængerhjelm,IJslopershelm,Casque de marcheur des glaces,Eiswandlerhelm,Elmo del viaggiatore dei ghiacci,Isvandrerhjelm,Шлем бредущего по льду,Casco de hielo,Ishjälm,Buzda Yürüyen Kaskı,Capacete do Caminhante de Gelo
Hat_Indie,Fedora,,,Fedora,軟呢帽,软呢帽,フェドーラ帽,중절모,Filthat,Zachte gleufhoed,Chapeau en feutre,Fedora,Fedora,Fedora,Фетровая шляпа,Sombrero de fieltro,Fedora,Fedora,Chapéu Fedora
Hat_Ironman,Ironguy Helmet ,,,Ironguy Helmet,鋼鐵人頭盔,钢铁侠头盔,アイアンマンヘルメット,아이언맨 헬멧,Jernmandshat,IJzerventhelm,Casque d'Iron Guy,Ironman-Helm,Elmo dell'uomo di ferro,Ironman-hjelm,Шлем железного человека,Casco de Iron Guy,Järnhjässa,Demir Adam Kaskı,Capacete do Homem de Ferro
Hat_KickAss,Castle Guard Mask,,,Castle Guard Mask,城堡守衛面具,城堡守卫面具,衛兵の兜,성 경비병 면갑,Slotsvagtsmaske,Kasteelbewakersmasker,Masque de garde du château,Burgwächter-Maske,Elmetto da guardia del castello,Slottsvaktmaske,Маска стражника,Casco medieval,Slottsvaktmask,Kale Muhafızı Maskesi,Máscara do Guarda do Castelo
Hat_Kid,Whiz Kid's Cap,,,Whiz Kid's Cap,兒童聰明帽,聪明帽,タケコプター帽,신동의 모자,Kloge børns kasket,Nerdpet,Casquette d'intello,Tüftlerkappe,Cappello da genietto,Jyplinglue,Шапка вундеркинда,Gorra de empollón,Underbarnskeps,Deha Kepi,Boné do Garoto Prodígio
Hat_Kitty,Softy Kitty Hood ,,,Softy Kitty Hood,柔軟貓咪頭罩,软猫咪兜帽,もふもふフード,부드러운 고양이 후드,Blød kattehat,Zachte poezenhoedje,Cagoule de chaton,Katzenweich-Haube,Cappuccio da gattino,Myk kattehette,Мягкий капюшон с ушками,Capucha de gatito,Kisseluva,Yumuşak Kedi Kukuletası,Capuz da Gatinha Fofinha
Hat_Link,Phrygian Cap,,,Phrygian Cap,佛里幾亞帽,弗里吉亚帽,フリギア帽,프리지아 모자,Frygisk kasket,Frygische muts,Bonnet phrygien,Phrygische Kappe,Berretto frigio,Frygisk lue,Фригийский колпак,Gorro frigio,Frygisk huvudbonad,Frigli Kepi,Boné Frígio
Hat_Mega,Megaguy Helmet ,,,Megaguy Helmet,洛克人頭盔,洛克人头盔,ロックマンヘルメット,메가맨 헬멧,Megaman-hjelm,Megaknulhelm,Casque de Mega Guy,Megaman-Helm,Elmo del megauomo,Megaman-hjelm,Шлем мегамена,Casco de Mega Guy,Megahjälm,Mega Adam Kaskı,Capacete do Megaman
Hat_Music,Boom Box Head,,,Boom Box Head,隨身音響頭,广播录音机头,ラジカセヘッド,라디오 박스 머리,Boom box-hoved,Boomboxhoofd,Radio casse-tête,Ghettoblaster-Kopf,Testa stereofonica,Stereohode,Радио,Radiocasete,Bergssprängarhuvud,Müzik Başlığı,Cabeça Boom Box
Hat_Ninja,Ninja Mask,,,Ninja Mask,忍者面具,忍者面具,ニンジャマスク,닌자 마스크,Ninjamaske,Ninjamasker,Masque de ninja,Ninja-Maske,Maschera del ninja,Ninjamaske,Маска ниндзя,Máscara de ninja,Ninjamask,Ninja Maskesi,Máscara Ninja
Hat_Pineapple,Pineapple Head,,,Pineapple Head,鳳梨頭,菠萝头,パイナップル,파인애플 머리,Ananashoved,Ananashoofd,Tête d'ananas,Ananas-Kopf,Testa d'ananas,Ananashode,Ананас,Piña,Ananashuvud,Ananas Başlığı,Cabeça de Abacaxi
Hat_Poo,Poop Head,,,Poop Head,便便頭,大便头,巻きXX,응가 머리,Tossehoved,Poephoofd,Tête d'étron,Pups-Kopf,Testa di cacca,Møkkahue,Кучка,Caca,Bajshuvud,Kaka Başlığı,Cabeça de Coco
Hat_PowerRanger,Silver Mask,,,Silver Mask,金剛戰士,恐龙战队,パワーレンジャー,파워 레인저,Power Ranger,Powerteam,Power Team,Power Ranger,Squadra del potere,Power Ranger,Могучий рейнджер,Power Team,Hjältemask,Power Ranger,Power Ranger
Hat_Robot,Cyclops Mask,,,Cyclops Mask,獨眼巨人面具,独眼巨人面具,サイクロプス,사이클롭스 마스크,Kyklopmaske,Cyclopenmasker,Masque de cyclope,Zyklopenmaske,Maschera ciclopica,Kyklopmaske,Маска циклопа,Máscara de cíclope,Cyklopmask,Tepegöz Maskesi,Máscara de Ciclope
Hat_Soccer,Soccer Head,,,Soccer Head,足球頭,足球头,サッカーボール,축구공 머리,Fodboldhoved,Voetbalhoofd,Tête de ballon,Fußball-Kopf,Pallone da testa,Fotballhode,Футбольный мяч,Fútbol,Fotbollshuvud,Futbolcu Başlığı,Cabeça de Futebol
Hat_Top,Top Hat,,,Top Hat,大禮帽,礼帽,シルクハット,실크 모자,Høj hat,Hoge hoed,Haut-de-forme,Zylinder,Cilindro,Flosshatt,Цилиндр,Sombrero de copa,Hög hatt,Silindir Şapka,Cartola
Hat_Transformer,Optimus Helmet ,,,Optimus Helmet,柯博文頭盔,擎天柱头盔,オプティマスプライム,옵티무스 헬멧,Optimus-hjelm,Robothelm,Casque de robot,Optimus-Helm,Elmo robotico,Optimushjelm,Шлем робота,Casco de robot,Robothjälm,Optimus Kaskı,Capacete do Optimus
Hat_Tribal,Tribal Helmet,,,Tribal Helmet,部落頭盔,部落头盔,トライバル,부족 헬멧,Stammehjelm,Stamhelm,Casque tribal,Stammes-Helm,Elmo tribale,Stammehjelm,Шлем туземца,Casco tribal,Stamhjälm,Kabile Kaskı,Capacete Tribal
Hat_Wizard,Wizard Hat,,,Wizard Hat,巫師帽,巫师帽,魔法使い帽,마법사 모자,Troldmandshat,Tovenaarshoed,Chapeau de sorcier,Zauberhut,Cappello del mago,Trollmannshatt,Шляпа волшебника,Sombrero de mago,Trollkarlshatt,Sihirbaz Şapkası,Chapéu de Feiticeiro
Hat_Beanie,Beanie,,,Beanie,豆豆,豆豆,ビーニー帽,비니,Beanie,Beanie,calotte,Beanie,Beanie,Beanie,Beanie,Beanie,mössa,Bere,gorro
Hat_Detective,Detective Hat,,,Detective Hat,偵探帽,侦探帽,探偵ハット,형사 모자,Detective Hat,detective Hat,Detective Hat,Detective Hat,Cappello Detective,Etterforsker Hat,Детектив Hat,Sombrero detective,detektiv Hat,Dedektif Şapka,Hat Detective
Hat_Ears,Ears,,,Ears,耳朵,耳朵,耳,귀,Ører,oren,Oreilles,Ohren,Orecchie,ører,Уши,Orejas,öron,Kulaklar,Orelhas
Hat_Halo,Angel Halo,,,Angel Halo,天使之輪,天使之轮,天使ヘイロー,엔젤 헤일로,Angel Halo,Angel Halo,Ange Halo,Engel Halo,Angelo Halo,Angel Halo,Angel Halo,ángel de halo,Angel Halo,melek Halo,anjo Auréola
Hat_HeadPhones,Headphones,,,Headphones,頭戴耳機,头戴耳机,ヘッドフォン,헤드폰,Hovedtelefoner,Hoofdtelefoon,Casque audio,Kopfhörer,Cuffie,Hodetelefoner,Наушники,Auriculares,Hörlurar,Kulaklıklar,Fones de ouvido
Hat_MadHatter,Mad Hat,,,Mad Hat,瘋帽子,疯帽子,マッドハット,미친 모자,Mad Hat,Mad Hat,Mad Hat,Mad Hat,Cappello Mad,Mad Hat,Mad Hat,Mad Hat,Mad Hat,Mad Hat,Hat Mad
Hat_RedTopHat,Red Hat,,,Red Hat,紅帽,红帽,レッドハット,빨간 모자,rød hat,rode Hoed,chapeau rouge,roter Hut,cappello rosso,Rød hatt,Красная Шапка,sombrero rojo,röd hatt,Kırmızı şapka,chapéu vermelho
Hat_Ribbon,Ribbon,,,Ribbon,色帶,色带,リボン,리본,Bånd,Lint,Ruban,Band,Nastro,Bånd,лента,Cinta,Band,Kurdele,Fita
Hat_Santa,Santa,,,Santa,聖誕老人,圣诞老人,サンタ,산타,Santa,Kerstman,Père noël,Weihnachtsmann,Babbo,nisse,Санта,Papá,Santa,Santa,Santa
Hat_SmallTook,Small Toque,,,Small Toque,小沿帽,小沿帽,小さなトック,작은 토크,lille Toque,kleine Toque,Petit Toque,Kleine Toque,piccolo Toque,liten Toque,Малый Toque,Pequeño Toque,liten Toque,küçük Toque,Toque Pequeno
Hat_Took,Toque,,,Toque,TOQUE,TOQUE,トーク,챙 없는 둥글고 작은 모자,Toque,Toque,Toque,Toque,tocco,toque,макака,Gorro de cocinero,Toque,miğfer,Toque
Slash_Darkness,Casting Shadows,,,Casting Shadows,施放闇影,制造暗影,影,드리우는 그림자,Kaster skygger,Schaduwen werpen,Danse des ombres,Gussschatten,Ombre lunghe,Skyggekast,Падающие тени,Sombras,Skuggkastning,Gölge Yapımı,Lançando Sombras
Slash_Embers,Fiery Embers,,,Fiery Embers,火焰灰燼,火焰余烬,火花,이글거리는 불씨,Fyrige gløder,Vurige kooltjes,Braises ardentes,Feuerasche,Braci ardenti,Glødende glør,Пылающие угольки,Brasas incandescentes,Glödande gnistor,Yakan Korlar,Brasas em Chamas
Slash_EmbersBlue,Frosted Embers,,,Frosted Embers,冰霜灰燼,冰霜余烬,氷の破片,얼어붙은 불씨,Frosne gløder,Bevroren kooltjes,Braises givrées,Frostasche,Braci congelate,Frosne glør,Ледяные угольки,Brasas congeladas,Isgnistor,Donmuş Korlar,Brasas Congeladas
Slash_Fire,Flames,,,Flames,火焰,火焰,火炎,불꽃,Flammer,Vlammen,Flammes,Flammen,Fiamme,Flammer,Пламя,Llamas,Flammor,Alevler,Chamas
Slash_FireBlack,Crimson Flames,,,Crimson Flames,深紅火焰,赤红火焰,紅蓮火,진홍빛 불꽃,Højrøde flammer,Rode vlammen,Flammes pourpres,Rotflammen,Fiamme cremisi,Ildrøde flammer,Алое пламя,Llamas carmesíes,Blodflammor,Kızıl Alevler,Chamas Púrpuras
Slash_FireGray,Gray Flames,,,Gray Flames,灰色火焰,灰色火焰,鉛の炎,잿빛 불꽃,Grå flammer,Grijze vlammen,Flammes grises,Grauflammen,Fiamme grigie,Grå flammer,Серое пламя,Llamas grises,Grå flammor,Gri Alevler,Chamas Cinzentas
Slash_FireOrange,Summoner Flames,,,Summoner Flames,召喚者火焰,召唤者火焰,召喚士の炎,소환사 불꽃,Hidkalder flammer,Oproepersvlammen,Flammes de l'invocateur,Beschwörerflammen,Fiamme dell'evocatore,Påkallingsflammer,Пламя призывателя,Llamas de invocador,Åkallarflammor,Büyücü Alevleri,Chamas do Invocador
Slash_Lava,Hot Lava ,,,Hot Lava,灼熱岩漿,热熔岩,溶岩,뜨거운 용암,Varm lava,Hete lava,Lave en fusion,Heiße Lava,Lava bollente,Glødende lava,Кипящая лава,Lava abrasadora,Het lava,Kızgın Lav,Lava Quente
Slash_Leaves,Fallen Leaves,,,Fallen Leaves,掉落葉片,落叶,落葉,낙엽,Faldende blade,Gevallen bladeren,Feuilles volantes,Gefallene Blätter,Foglie cadute,Falne løv,Листопад,Hojas caídas,Fallna löv,Düşen Yapraklar,Folhas Caídas
Slash_Lightning,Blue Lightning,,,Blue Lightning,藍色雷電,蓝色闪电,蒼い稲妻,푸른 번개,Blå lyn,Blauwe bliksem,Éclair bleu,Blauer Blitz,Fulmine blu,Blått lyn,Голубая молния,Relámpago azul,Blå blixt,Mavi Yıldırım,Raio Azul
Slash_Paint,Paint Streaks,,,Paint Streaks,彩繪條紋,油漆条纹,絵筆,페인트 줄무늬,Malingstreger,Verfstrepen,Coups de pinceau,Farbstreifen,Strisce di vernice,Malingstreker,Полосы краски,Pinceladas,Penseldrag,Boya İzleri,Sequência de Pintura
Slash_Petals,Sakura Petals,,,Sakura Petals,櫻花花瓣,樱花瓣,桜の花弁,벚꽃 잎,Sakurablade,Bloesemblaadjes,Pétales de cerisier,Sakurablätter,Petali di ciliegio,Sakurablader,Лепестки сакуры,Pétalos de cerezo,Körsbärsblad,Sakura Yaprakları,Pétalas Sakura
Slash_Rainbow,Rainbow Road,,,Rainbow Road,彩虹道路,彩虹路,レインボーロード,무지개 길,Regnbuevej,Regenboogweg,Route de l'arc-en-ciel,Regenbogenstraße,Strada arcobaleno,Regnbueveien,Радужный путь,Carretera arcoíris,Regnbågsvägen,Gökkuşağı Yolu,Estrada do Arco-íris
Slash_Smelly,Something Stinks ,,,Something Stinks,發臭物,臭臭的东西,悪臭,지독한 악취,Noget stinker,Stinklucht,Odeur fétide,Sehr verdächtig,Qualcosa che puzza,Det stinker,Ну и запах,Pestilencia,Nåt stinker,Kokarca,Algo Fede
Slash_Stars,Starry Path,,,Starry Path,星光小徑,星之小径,星屑,별이 빛나는 길,Sti fuld af stjerner,Sterrenpad,Chemin étoilé,Sternenweg,Percorso stellare,Veien til stjernene,Звездный путь,Sendero estrellado,Stjärnstig,Yıldızlı Yol,Caminho Estrelado
Slash_StarsBlue,Glimmering Path,,,Glimmering Path,微光小徑,微光小径,きらめき,희미한 길,Glimtende sti,Glinsterend pad,Voie scintillante,Glimmerweg,Percorso luccicante,Glittervei,Мерцающий путь,Sendero resplandeciente,Glimmerstig,Işıldayan Yol,Caminho Brilhante
Slash_Water,Tidal Waves,,,Tidal Waves,浪潮,浪潮,タイダルウェーブ,해일,Tidevandsbølge,Vloedgolven,Tsunamis,Flutwellen,Mareggiata,Tidevannsbølger,Волны прилива,Maremoto,Tidvatten,Gelgit Dalgaları,Ondas da Maré
Suit_ArmorFace,Unknown Face ,,,Unknown Face,未知面孔,未知面孔,見慣れぬ顔,가려진 얼굴,Ukendt ansigt,Onbekend gezicht,Visage inconnu,Unbekanntes Gesicht,Volto ignoto,Skjult ansikt,Незнакомец,Cara desconocida,Okänt ansikte,Yabancının Yüzü,Rosto Desconhecido
Suit_ArmorGreen,Forest Fighter ,,,Forest Fighter,森林戰士,丛林战士,森の戦士,숲의 투사,Skovkriger,Bosvechter,Combattant sylvestre,Waldkämpfer,Guerriero della foresta,Skogskriger,Воин леса,Luchador forestal,Skogskrigare,Orman Dövüşçüsü,Lutador da Floresta
Suit_ArmorHighTec,Futuristic Gladiator,,,Futuristic Gladiator,未來劍鬥士,未来角斗士,未来的グラディエーター,미래의 검투사,Futuristisk gladiator,Futuristische gladiator,Gladiateur futuriste,Zukunftsgladiator,Gladiatore futuristico,Futuristisk gladiator,Гладиатор будущего,Gladiador del futuro,Futuristisk gladiator,Geleceğin Gladyatörü,Gladiador Futurista
Suit_ArmorIce,Frosted Armor,,,Frosted Armor,冰霜盔甲,冰霜护甲,凍結の鎧,얼어붙은 갑옷,Frossen rustning,Bevroren pantser,Armure givrée,Eisrüstung,Armatura glaciale,Frossen rustning,Ледяная броня,Armadura congelada,Isrustning,Donmuş Zırh,Armadura Congelada
Suit_ArmorOrange,Sunrise Armor,,,Sunrise Armor,日升盔甲,日出护甲,旭日の鎧,노을빛 갑옷,Solopgangsrustning,Zonsopgangspantser,Armure de l'aube,Sonnenaufgangsrüstung,Armatura dell'alba,Soloppgangsrustning,Броня восхода,Armadura del amanecer,Soluppgångsrustning,Günbatımı Zırhı,Armadura do Nascente
Suit_ArmorPurple,Amethyst Armor,,,Amethyst Armor,紫晶盔甲,紫晶护甲,アメジストの鎧,자수정 갑옷,Ametystrustning,Amethistpantser,Armure d'améthyste,Amethystkrieger,Armatura d'ametista,Ametystrustning,Аметистовая броня,Armadura de amatistas,Ametistrustning,Ametist Zırh,Armadura de Ametista
Suit_ArmorRed,Crimson Warrior,,,Crimson Warrior,深紅戰士,赤红战士,クリムゾンウォリアー,진홍빛 갑옷,Højrød kriger,Rode strijder,Guerrier pourpre,Roter Krieger,Armatura cremisi,Rød rustning,Алый воин,Guerrero carmesí,Blodröd krigare,Kızıl Savaşçı,Guerreiro Púrpura
Suit_ArmorRoman,Ancient Rome,,,Ancient Rome,古羅馬,古罗马,古代ローマ,고대 로마,Oldtidens Rom,Het oude Rome,Rome antique,Antikes Rom,Antica Roma,Antikkens Roma,Древний Рим,Antigua Roma,Gamla Rom,Antik Roma,Roma Antiga
Suit_ArmorRoyal,Fit for Royals ,,,Fit for Royals,皇家服飾,皇家专属,貴人の鎧,왕족을 위한 맞춤옷,Egnet til kongelige,Geschikt voor koningen,Classe royale,Für Adlige,Reale,For kongelige,Королевский наряд,Traje de noble,Kungligt,Krallara Layık,Estilo Real
Suit_ArmorScale,Scaly Suit,,,Scaly Suit,鱗甲裝,鳞片服装,スケールアーマー,비늘 갑옷,Skællet dragt,Schubkostuum,Tenue d'écailles,Schuppenanzug,Armatura di scaglie,Skjellete antrekk,Чешуйчатый костюм,Traje de escamas,Fjälldräkt,Pullu Giysi,Roupa de Escamas
Suit_ArmorWhite,White Warrior,,,White Warrior,白色戰士,白战士,白戦士の鎧,백색 전사,Hvid kriger,Witte strijder,Guerrier blanc,Weißer Krieger,Guerriero bianco,Hvit kriger,Белый воин,Guerrero blanco,Vit krigare,Beyaz Savaşçı,Guerreiro Branco
Suit_Casual,Everyday Sweater,,,Everyday Sweater,日常毛衣,日常运动衫,ふつうのセーター,평범한 스웨터,Hverdagssweater,Dagelijkse trui,Pull commun,Gewöhnlicher Pulli,Maglione comune,Hverdagsgenser,Повседневный свитер,Jersey ordinario,Vardagströja,Günlük Süveter,Suéter Cotidiano
Suit_Chicken,Chicken Breast,,,Chicken Breast,雞胸,鸡胸,チキンスーツ,닭 가슴,Kyllingebryst,Kippenborst,Poitrine de poulet,Hühnerbrust,Petto di pollo,Kyllingbryst,Куриная грудка,Pechuga de pollo,Kycklingbröst,Tavuk Göğsü,Peito de Frango
Suit_Farmer,Farmer Overalls,,,Farmer Overalls,農夫服,农夫背带裤,農夫のオーバーオール,농부 작업복,Landmandsoveralls,Boerenoverall,Salopette de fermier,Farmeroverall,Salopette da contadino,Kjeledress,Роба фермера,Peto de granjero,Bondbyxor,Çiftçi Tulumu,Macacão de Fazendeiro
Suit_Ironman,Ironman Suit,,,Ironman Suit,鋼鐵人裝甲,钢铁侠战甲,アイアンマンスーツ,아이언맨 슈트,Jernmandsdragt,Ijzerventpak,Tenue d'Iron Guy,Ironman-Anzug,Armatura dell'uomo di ferro,Ironman-antrekk,Костюм железного человека,Traje de Iron Guy,Järndräkt,Demir Adam Giysisi,Roupa do Homem de Ferro
Suit_KungFu,Kungfu Master,,,Kungfu Master,工夫大師,功夫大师,カンフーマスター,쿵후 마스터,Kung fu-mester,Kungfumeester,Maître du kung-fu,Kungfu-Meister,Maestro di kung-fu,Kungfu-mester,Мастер кунг-фу,Maestro de kungfú,Kungfumästare,Kungfu Ustası,Mestre dos Kung-Fu
Suit_Ninja,Ninja Suit,,,Ninja Suit,忍者裝,忍者服,ニンジャスーツ,닌자 의상,Ninjadragt,Ninjapak,Tenue de ninja,Ninja-Anzug,Armatura da ninja,Ninjadrakt,Костюм ниндзя,Traje de ninja,Ninjadräkt,Ninja Giysisi,Roupa de Ninja
Suit_Robot,Cyclops Body,,,Cyclops Body,獨眼巨人身體,独眼巨人身体,サイクロプスボディ,사이클롭스 몸통,Kyklopkrop,Cyclopenlichaam,Corps de cyclope,Zyklopen-Body,Corpo ciclopico,Kyklopdrakt,Тело циклопа,Cuerpo de cíclope,Cyklopkropp,Tepegöz Bedeni,Corpo de Ciclope
