StringID,English_Translator,Screenshot,Notes,English,ChineseTrad,ChineseSimp,Japanese,Korean,Danish,Dutch,French,German,Italian,Norwegian,Russian,Spanish,Swedish,Turkish,Portuguese
TALENT_ENGAGED_PETQTE_NEXTDESC,+{0} Pet Focus Tap Damage,,{0} is damage. ie. +5 Pet Focus Tap Damage,+{0} Pet Focus Tap Damage,+{0} 寵物專注點擊攻擊力,+{0} 宠物专注点击伤害,ペットフォーカスタップのダメージ +{0},+{0} 소환수 포커스 탭 대미지,+{0} kæledyrsfokus-trykskade,+{0} huisdierfocus-tikschade,+{0} dégâts des touches ciblées sur familier,+{0} Tierkonzentrations-Tippschaden,+{0} danno concentrazione tocco animale,+{0} i skade fra kjæledyrets fokustrykking,+{0} ед. урона при точечных касаниях по питомцу,+{0} de daño por toque de concentración de mascota.,+{0} djurskada från fokustryck,+{0} Hayvan Odaklanma Dokunma Hasarı,+{0} de dano de Toque de foco de pet
TALENT_ENGAGED_PETQTEBOSS_NEXTDESC,+{0} Boss Focus Tap Damage,,{0} is damage. ie. +5 Boss Focus Tap Damage,+{0} Boss Focus Tap Damage,+{0} 頭目專注點擊攻擊力,+{0} 头目专注点击伤害,ボスフォーカスタップのダメージ +{0},+{0} 보스 포커스 탭 대미지,+{0} bossfokus-trykskade,+{0} baasfocus-tikschade,+{0} dégâts des touches ciblées sur boss,+{0} Bosskonzentrations-Tippschaden,+{0} danno concentrazione tocco boss,+{0} i skade fra bossfokustrykking,+{0} ед. урона при точечных касаниях по боссу,+{0} de daño por toque de concentración de jefe.,+{0} bosskada från fokustryck,+{0} Elebaşı Odaklanma Dokunma Hasarı,+{0} de dano de Toque de foco de chefe
TALENT_ENGAGED_PETGOLD_NEXTDESC,+{0} Gold Focus Tap Amount ,,{0} is amount. ie. +5 Gold Focus Tap Amount,+{0} Gold Focus Tap Amount,+{0} 黃金專注點擊數,+{0} 黄金专注点击量,ゴールドフォーカスタップの獲得額 +{0},+{0} 골드 포커스 탭 액수,+{0} guldfokus-trykantal,+{0} goudfocus-tikhoeveelheid,+{0} p.o. par touche ciblée sur or,+{0} Goldkonzentrations-Tippzahl,+{0} totale oro concentrazione tocco,+{0} i gull for fokustrykking,+{0} золота от точечных касаний,+{0} de oro por toque de concentración.,+{0} guldmängd från fokustryck,+{0} Altın Odaklanma Dokunma Miktarı,+{0} de quantidade de Toque de foco de ouro
TALENT_ENGAGED_PETCOUNT_NEXTDESC,+{0} Pet Strike Counts for Boss Focus Tap,,{0} is count. ie. +5 Pet Strike Counts for Boss Focus Tap,+{0} Pet Strike Counts for Boss Focus Tap,使用頭目專注點擊 '+{0} 寵物攻擊數,+{0} 头目专注点击时的宠物攻击次数,ボスフォーカスタップのペット攻撃回数 +{0},+{0} 보스 포커스 탭당 소환수 공격 횟수,+{0} kæledyrsangreb tæller som bossfokus-tryk,+{0} huisdieraanvallen voor baasfocus-tik,+{0} attaques de familier par touche ciblée sur boss,+{0} Tierangriffszahl für Bosskonzentrations-Tippen,+{0} conteggio attacco animale per concentrazione tocco boss,+{0} i antall kjæledyrangrep for bossfokustrykking,+{0} ударов питомцу при точечных касаниях по боссу,+{0} toques de ataque de mascota por toque de concentración de jefe.,+{0} djuranfall räknas till bossfokustryck,Elebaşı Odaklanma Dokunması için '+{0} Hayvan Vuruş Sayısı,+{0} na contagem de ataque de pet para Toque de foco de chefe
TALENT_ENGAGED_GOBLIN_NEXTDESC,+{0} Mana Amount,,{0} is amount.   ie. +5 Mana Amount,+{0} Mana Amount,+{0} 魔力值,+{0} 法力量,マナ総量 +{0},+{0} 마나,+{0} mannamængde,+{0} mana-hoeveelheid,+{0} mana,+{0} Manamenge,+{0} totale mana,+{0} manamengde,+{0} ед. маны,+{0} de maná.,+{0} guldmängd från fokustryck,+{0} Mana Miktarı,+{0} de quantidade de mana
TALENT_ENGAGED_FAIRY_NEXTDESC,+{0}% Chance for Multiple Fairies,,{0} is % chance.  ie. +10% for multiplie fairies,+{0}% Chance for Multiple Fairies,+{0}% 機率出現數名精靈,+{0}% 多个仙女机率,複数フェアリーの可能性 +{0}%,+{0}% 다수의 요정 출현 확률,+{0} % chance for adskillige feer,+{0}% kans op meerdere feeën,+{0} % de chances d'obtenir plusieurs fées,+{0} % Chance auf mehrere Feen,+{0}% possibilità fate multiple,+{0} % sjanse for flere alver,+{0}% к шансу появления нескольких фей,+{0} % de probabilidad de que aparezcan varias hadas.,+{0} % chans till flera älvor,Çoklu Periler için +{0} Şans,+{0}% de chance de diversas fadas
TALENT_ENGAGED_HELPERQTE_NEXTDESC,+{0} Hero Focus Tap Damage,,{0} is damage. ie. +5 Hero Focus Tap Damage,+{0} Hero Focus Tap Damage,+{0} 英雄專注點擊攻擊力,+{0} 英雄专注点击伤害,ヒーローフォーカスタップのダメージ +{0},+{0} 영웅 포커스 탭 대미지,+{0} heltefokus-trykskade,+{0} heldfocus-tikschade,+{0} dégâts des touches ciblées sur héros,+{0} Heldenkonzentrations-Tippschaden,+{0} danno concentrazione tocco eroe,+{0} i skade fra heltefokustrykking,+{0} ед. урона при точечных касаниях по герою,+{0} de daño por toque de concentración de héroe.,+{0} hjälteskada från fokustryck,+{0} Kahraman Odaklanma Dokunma Hasarı,+{0} de dano de Toque de foco de herói
TALENT_ENGAGED_BOSSTIMER_NEXTDESC,+{0} seconds to Boss Timer,,{0} is seconds. ie. +3 seconds to Boss Timer,+{0} seconds to Boss Timer,+{0} 秒至頭目計時器,+{0} 秒头目计时,ボスタイマー +{0}秒,+{0}초 보스 타이머,+{0} sekunder til boss-timer,+{0} seconden voor baastimer,+{0} secondes au chrono des boss,+{0} Sekunden für den Bosstimer,+{0} secondi al timer del boss,+{0} sekunder på bosstidtaker,+{0} с для битвы с боссом,+{0} segundos en el temporizador de jefe.,+{0} sekunder till bosstimern,Elebaşı Süreölçerine '+{0} saniye,+{0} segundos no Cronômetro de chefe
TALENT_ENGAGED_CLANQTE_NEXTDESC,+{0} Clan Focus Tap Damage,,{0} is damage. ie. +5 Pet Focus Tap Damage,+{0} Clan Focus Tap Damage,+{0} 部落專注點擊攻擊力,+{0} 部落专注点击伤害,クランフォーカスタップのダメージ +{0},+{0} 클랜 포커스 탭 대미지,+{0} klanfokus-trykskade,+{0} clanfocus-tikschade,+{0} dégâts des touches ciblées sur clan,+{0} Clankonzentrations-Tippschaden,+{0} danno concentrazione tocco clan,+{0} i skade fra klanfokustrykking,+{0} ед. урона при точечных касаниях по клану,+{0} de daño por toque de concentración de clan.,+{0} klanskada från fokustryck,+{0} Klan Odaklanma Dokunma Hasarı,+{0} de dano de Toque de foco de clã
TALENT_ENGAGED_HELPERCOUNT_NEXTDESC,+{0} Hero Focus Tap Count,,{0} is count. ie. +5 Hero  Count,+{0} Hero Focus Tap Count,+{0} 英雄專注點擊數,+{0} 英雄专注点击数,ヒーローフォーカスタップの回数 +{0},+{0} 영웅 포커스 탭 횟수,+{0} heltefokus-tryktoptælling,+{0} heldfocus-tikaantal,+{0} touches ciblées sur héros,+{0} Heldenkonzentrations-Tippzahl,+{0} conteggio concentrazione tocco eroe,+{0} heltefokustrykk,+{0} ударов героям при точечных касаниях,+{0} toques de concentración de héroe.,+{0} till hjältars antal fokustryck,+{0} Kahraman Odaklanma Dokunma Sayısı,+{0} na contagem de Toque de foco de herói
TALENT_LAZY_OFFLINEG,Gold Splitter,,,Gold Splitter,黃金分配器,黄金分裂器,ゴールド増殖術,골드 배급자,Guldsplitter,Goudsplitser,Répartiteur d'or,Goldteiler,Dividi-oro,Gullsplitter,Золотоискатель,Divisor de oro,Guldklyvare,Altın Ayırıcı,Divisor de Ouro
TALENT_LAZY_MELEE,Stronger Arms,,,Stronger Arms,強壯手臂,更强手臂,腕力強化,강력한 팔,Stærkere arme,Sterkere wapens,Bras plus forts,Stärkere Arme,Braccia più forti,Sterkere armer,Сильные руки,Brazos fuertes,Starkare armar,Daha Güçlü Kollar,Braços mais fortes
TALENT_LAZY_PETDMG,Pet Evolution,,,Pet Evolution,寵物進化,宠物进化,ペット進化,소환수 진화,Kæledyrsudvikling,Huisdierevolutie,Évolution des familiers,Tierevolution,Evoluzione animale,Kjæledyrrevolusjon,Эволюция питомца,Evolución de mascota,Djurutveckling,Hayvan Evrimi,Evolução de Pet
TALENT_LAZY_SPELL,Hyper Magic,,,Hyper Magic,高強魔法,超级魔法,超呪文,하이퍼 매직,Hyper-magi,Hypermagie,Hypermagie,Hypermagie,Ipermagia,Hypermagi,Гипермагия,Hipermagia,Hypermagi,Hiper Büyü,Hipermágica
TALENT_LAZY_GOLDRATE,Raining Gold,,,Raining Gold,黃金雨,天降黄金,黄金の雨,쏟아지는 골드,Guldregn,Goudregen,Pluie d'or,Goldregen,Piove oro,Gullregn,Золотой дождь,Lluvia de monedas,Guldregn,Altın Yağmuru,Chuva de Ouro
TALENT_LAZY_RANGE,Pinpoint Accuracy,,,Pinpoint Accuracy,精確準度,全面精准,ピンポイント攻撃,정밀한 정확도,Umådelig præcision,Extreme precisie,Précision d'horloger,Zielpräzision,Precisione perfetta,Millimeterpresisjon,Наивысшая точность,Precisión milimétrica,Nålfin precision,Tam İsabet,Precisão Cirúrgica
TALENT_LAZY_MONSTERCOUNT,Intimidating Presence,,,Intimidating Presence,威嚇現身,威吓存在,威圧感,두려운 존재,Skræmmende tilstedeværelse,Intimiderende aanwezigheid,Présence intimidante,Einschüchternde Präsenz,Presenza sinistra,Farlig nærvær,Гроза титанов,Presencia intimidatoria,Avskräckande närvaro,Göz Korkutucu Varlık,Presença Intimidadora
TALENT_LAZY_MULTIMON,Titan Family,,,Titan Family,巨人家族,巨人家族,タイタン一族,타이탄 일족,Titanfamilie,Titanenfamilie,Famille titanesque,Titanenfamilie,Famiglia titanica,Titanfamilien,Семейство титанов,Familia de titanes,Titanfamilj,Titan Ailesi,Família de Titãs
TALENT_LAZY_AUTOADV,Silent March,,,Silent March,沉默進軍,无声行进,沈黙の行進,침묵의 행군,Stille march,Stille mars,Marche silencieuse,Schweigemarsch,Marcia silenziosa,Stille marsj,Тихий марш,Desfile silencioso,Tyst marsch,Sessiz Yürüyüş,Marcha Silenciosa
TALENT_LAZY_SPLASH,Extended Reach,,,Extended Reach,擴大範圍,扩展触及,リーチ延長,늘어난 사거리,Forlænget rækkevidde,Verlengd bereik,Portée allongée,Erweiterte Reichweite,Portata estesa,Økt rekkevidde,Широкий размах,Mayor alcance,Utökad räckvidd,Genişletilmiş Mesafe,Alcance Estendido
TALENT_LAZY_PETDMGOFFLINE,Pet: Stealth,,,Pet: Stealth,寵物：潛行,宠物：潜行,ペット：ステルス,소환수:은신,Kæledyr:Skjult,Huisdier:Heimelijkheid,Familier :Furtivité,Tier:Tarnung,Animale:Furtività,Kjæledyr:Skjult,Питомец:Незаметность,Mascota:Sigilo,Djur:Kamouflage,Hayvan:Gizlilik,Pet:Furtividade
TALENT_LAZY_OFFLINEG_DESC,"While you rest, the Heroes continue to fight and collect treasure! Increases inactive gold amount.",,,"While you rest, the heroes continue to fight and collect treasure! Increases Inactive Gold amount.",在你休息時，英雄會繼續戰鬥並收集寶物！增加閒置黃金數量。,在你休息的时候，英雄们会继续战斗并收集财宝！增加非活动黄金数量。,あなたが休んでいる間もヒーローたちが戦い続け、宝物を回収してくれます！自動獲得ゴールドが増加。,휴식하는 동안 영웅들이 계속해서 싸우고 보물을 수집합니다!휴식 중 골드의 양이 증가합니다.,"Mens du hviler, fortsætter heltene med at kæmpe og indsamle skatte!Forøger inaktiv guldmængde.","Terwijl jij uitrust, blijven de helden doorvechten en schatten verzamelen!Vergroot de hoeveelheid inactief goud.","Quand tu te reposes, les héros continuent à se battre et à récupérer des trésors !Augmente l'or gagné hors connexion.","Während du rastest, kämpfen deine Helden weiter und sammeln Schätze!Erhöht die Goldmenge zu inaktiven Zeiten","Mentre riposi, gli eroi continueranno a combattere e raccogliere tesori!Aumenta il totale di oro quando sei inattivo.",Heltene fortsetter å kjempe og samle skatter mens du hviler!Øker mengden inaktivt gull.,"Пока вы отдыхаете, герои продолжают сражаться и собирать сокровища!Увеличивает пассивную добычу золота.","Mientras descansas, los héroes seguirán luchando y recogiendo tesoros.Aumenta la cantidad de oro pasivo.",Medan du vilar fortsätter hjältarna att slåss och samla skatter!Ökar den inaktiva guldmängden.,Sen dinlenirken kahramanlar savaşmaya ve hazine toplamaya devam eder!Pasif Altın miktarını artırır.,"Enquanto você descansa, os heróis continuam a lutar e recolher tesouros!Aumenta a quantidade de Ouro inativo."
TALENT_LAZY_MELEE_DESC,"Through intensive training, your melee Heroes have become quicker and stronger. Increases melee Heroes' damage.",,,"Through intensive training, your melee heroes have become quicker and stronger. Increases melee heroes' damage.",經過密集的訓練，你的近戰英雄變得更敏捷、更強壯。提升近戰英雄的傷害。,在紧张的训练中，你的近战英雄变得更快也更强了。增加近战英雄的伤害。,集中的な訓練によって近接系ヒーローのスピードとパワーが増します。近接系ヒーローのダメージがアップ。,집중적인 훈련을 통해 근접 영웅들이 더 빠르고 강해졌습니다.근접 영웅들의 대미지가 증가합니다.,Gennem intensiv træning er dine nærkampshelte blevet hurtigere og stærkere.Forøger nærkampsheltes skade.,Dankzij intensieve training zijn je mêleehelden sneller en sterker geworden.Vergroot de schade van mêleehelden.,"Grâce à un entraînement intensif, tes héros au corps à corps sont plus rapides et plus forts.Augmente les dégâts des héros au corps à corps.",Durch intensives Training sind deine Nahkampfhelden schneller und stärker geworden.Erhöht den Schaden der Nahkampfhelden.,"Grazie a un pesante addestramento, i tuoi eroi in corpo a corpo sono diventati più veloci e forti.Aumenta il danno in corpo a corpo degli eroi.",Etter intensiv trening har nærkampheltene dine blitt raskere og sterkere.Øker nærkampheltenes skade.,После интенсивных тренировок ваши герои-передовики становятся быстрее и сильнее.Увеличивает урон героев-передовиков.,"Gracias a un entrenamiento intensivo, los héroes que atacan cuerpo a cuerpo han ganado fuerza y velocidady el daño que infligen es mayor.",Dina närstridshjältar har blivit snabbare och starkare tack vare sin intensiva träning.Ökar närstridshjältars skada.,"Yoğun eğitimlerden geçen yakın dövüş kahramanların, artık daha hızlı ve daha güçlü.Yakın dövüş kahramanlarının hasarını artırır.","Por meio de treinos intensos, seus heróis de armas brancas se tornaram mais rápidos e fortes.Aumenta o dano dos heróis de armas brancas."
TALENT_LAZY_PETDMG_DESC,The orb of power that you fed your pet has increased its strength. Increases pet damage.,,,The orb of power that you fed your pet has increased its power. Increases pet damage.,你餵食寵物力量球而提升了寵物的力量。提升寵物傷害,你喂给宠物的力量之球为它增添了力量。增加宠物伤害。,ペットに食べさせた力の宝珠がパワーが増大しています。ペットのダメージがアップ。,소환수에게 먹인 힘의 보주가 소환수의 힘을 향상시켰습니다.소환수 대미지가 증가합니다.,"Kraftsfæren, som du fodrer dine kæledyr med, er blevet stærkere.Forøger kæledyrsskade.","De krachtbol die je aan je huisdier hebt gevoerd, heeft zijn kracht vergroot.Vergroot de huisdierschade.",L'orbe de pouvoir que tu as donné à ton familier a augmenté sa puissance.Augmente les dégâts des familiers.,"Die Machtsphäre, die du deinem Tier gibst, ist stärker geworden.Erhöht den Tierschaden.",La sfera di potere che hai dato da mangiare al tuo animale gli ha aumentato le forze.Aumenta i danni dell'animale.,"Kraftkulen du ga til kjæledyret ditt, har gitt det økt styrke.Øker kjæledyrskaden.","Вы скармливаете питомцу энергетическую сферу, делая его сильнее.Увеличивает урон питомца.","El poder de tu mascota ha aumentado gracias al orbe que le has dado de comer,por lo que aumenta el daño que inflige la mascota.",Kraftklotet som du matade ditt djur med har ökat dess styrka.Ökar djurskadan.,"Hayvanına verdiğin güç küresi, hayvanın gücünü artırdı.Hayvan hasarını artırır.",A esfera de poder com a qual alimentou seu pet aumentou o poder dele.Aumenta o dano do pet.
TALENT_LAZY_SPELL_DESC,"After vigorous study of magical theory, your Heroes can now cast masterful spells. Increases spell Heroes' damage by x{0}.",,,"After vigorous study of magical theory, your heroes now cast masterful spells. Increases spell heroes' damage by {0}.",充分研究魔法理論後，現在你的英雄已可施放卓越的咒語。提升 {0} 咒語英雄的傷害。,在刻苦研究魔法理论后，你的英雄现在可以使用强大的咒语了。法术英雄的伤害增加 {0}。,魔法理論を真剣に学んだ結果、ヒーローが呪文に熟達しました。呪文系ヒーローのダメージが{0}アップ。,마법 이론을 활발히 연구해 이제 영웅들이 뛰어난 마법을 시전합니다.마법 영웅들의 대미지가 {0}만큼 증가합니다.,Efter energiske studier af magisk teori kaster dine helte nu mesterlige formularer.Forøger skade fra formularer kastet af helte med {0}.,Na een heftige studie van magische theorieën kunnen je helden nu meesterlijke spreuken gebruiken.Vergroot de schade door magiehelden met {0}.,"Après une étude approfondie de la théorie magique, tes héros lancent désormais des sorts magistraux.Augmente de {0} les dégâts de tes héros magiciens.",Nach eifrigem Studium der magischen Theorie können deine Helden jetzt meisterhaft zaubern.Erhöht den Schaden von Zauberhelden um {0}.,"Dopo un grande studio della teoria magica, i tuoi eroi possono lanciare incantesimi potentissimi.Aumenta il danno degli eroi incantatori di {0}.",Etter iherdige studier av magiteori har heltene dine nå lært seg å bruke mesterlige trylleformularer.Øker de magiske heltenes skade med {0}.,После увлеченных занятий магией ваши герои постигают мощные заклинания.+{0} ед. урона героев-магов.,"Tras haber estudiado la teoría de la magia, tus héroes son capaces de realizar hechizos increíbles.Aumenta en {0} el daño mágico de los héroes.",Efter hårda studier av magisk teori kan dina hjältar nu kasta mästerliga besvärjelser.Ökar besvärjelsehjältars skada med {0}.,Büyü teorisiyle ilgili yoğun çalışmalar sonucunda kahramanların artık ustaca büyüler yapabiliyor.Büyülü kahramanların hasarını {0} artırır.,"Após um vigoroso estudo de teoria da magia, seus heróis agora lançam feitiços magistrais.Aumenta o dano dos heróis de feitiços em {0}."
TALENT_LAZY_GOLDRATE_DESC,"Rich Titans venture into your domain, carrying lavish riches. Increases the gold amount dropped.",,,"Rich Titans venture into your domain, carrying great amounts of gold. Increases the gold amount dropped.",富有的巨人帶著大量黃金冒險進入你的領土。增加掉落的黃金數量。,有钱的巨人带着大量的黄金冒险进入了你的领地。增加掉落的黄金数量。,大量のゴールドをかかえた裕福なタイタンがあなたの世界に侵入してきました。ゴールドのドロップ量が増加。,부유한 타이탄들이 엄청난 양의 골드를 들고 당신의 영역을 침입합니다.떨어지는 골드의 양이 증가합니다.,Rige titaner begiver sig ind på dit område og medbringer store mængder guld.Forøger mængden af guld.,Rijke Titanen betreden je domein en zijn beladen met grote hoeveelheden goud.Vergroot de hoeveelheid goud die ze laten vallen.,De riches Titans s'aventurent dans ton domaine en transportant d'importantes quantités d'or.Augmente les quantités d'or qui apparaissent en butin.,Reiche Titanen kommen in dein Gebiet und bringen große Mengen Gold.Erhöht die anfallende Goldmenge.,"Ricchi titani si avventurano nel tuo dominio, trasportando grandi quantità d'oro.Aumenta il totale dell'oro ritrovato.","Søkkrike titaner har inntatt ditt domene, og med seg har de store mengder gull.Øker mengden gull som slippes.","Богатые титаны бросают вам вызов, неся с собой груды золота.Увеличивает добычу золота.",Titanes ricos se adentran en tu territorio con los bolsillos repletos de oroy aumenta la cantidad de oro que se les cae.,Rika titaner ger sig in i ditt rike och bär med sig stora mängder guld.Ökar mängden guld från fiender.,"Zengin titanlar, bulunduğun yere büyük miktarda altın taşıyarak girer.Bırakılan altın miktarını artırır.","Ricos titãs entram em seus domínios, carregando grandes quantidades de ouro.Aumenta a quantidade de ouro derrubada."
TALENT_LAZY_RANGE_DESC,Your Heroes' heightened focus has sharpened their archery skills. Increases ranged Heroes' damage by x{0}.,,,Your heroes' heightened focus have sharpened their archery skills. Increases ranged heroes' damage by {0}.,你的英雄提高了專注力，使其射箭技巧更上層樓。提升 {0} 遠距英雄的傷害。,你的英雄的专注得到加强，让他们的射箭技能更精准。远程英雄的伤害增加 {0}。,ヒーローの集中力が高まり射撃の腕に磨きがかかりました。遠隔系ヒーローの攻撃力が{0}アップ。,영웅들의 집중이 고조되어 궁술 스킬이 예리해졌습니다.원거리 영웅들의 대미지가 {0}만큼 증가합니다.,Dine heltes forbedrede fokus har skærpet deres evner som bueskytter.Forøger afstandsskade for helte med {0}.,De versterkte focus van je helden heeft hun boogschietvaardigheden aangescherpt.Vergroot de schade door schiethelden met {0}.,La concentration accrue de tes héros a affûté leur maîtrise de l'arc.Augmente de {0} les dégâts de tes héros à distance.,Die höhere Konzentration deiner Helden hat deren Treffsicherheit geschärft.Erhöht den Schaden von Fernkampfhelden um {0}.,La rinnovata concentrazione dei tuoi eroi ha migliorato le loro abilità con l'arco.Aumenta il danno degli eroi a distanza di {0}.,Heltenes økte fokus har gjort dem til bedre bueskyttere.Øker avstandsheltenes skade med {0}.,Благодаря высокому сосредоточению меткость ваших героев вырастает.+{0} ед. урона героев-стрелков.,"Tus héroes están más concentrados, por lo que usan el arco de forma más precisa.Aumenta en {0} el daño que infligen los héroes a distancia.",Dina hjältars ökade fokus har skärpt deras färdigheter som skyttar.Ökar skyttehjältars skada med {0}.,"Kahramanlarının artan odaklanma gücü, okçuluk becerilerini geliştirdi.Menzilli kahramanların hasarını {0} artırır.",O foco ampliado dos seus heróis melhorou suas habilidades com o arco.Aumenta o dano dos heróis de longo alcance em {0}.
TALENT_LAZY_MONSTERCOUNT_DESC,"As word of your immense power spreads, the Titans begin to fear  you. Reduces the number of battles required to unlock a boss fight.",,,"As word of your immense power spreads, the Titans begin to fear you. Reduces the number of battles required to unlock a boss fight.",隨著你的強大力量眾所周知，巨人開始懼怕你。減少解鎖頭目戰所需的戰鬥次數。,你强大力量的名声在坊间流传了开来，巨人开始害怕你。减少解锁头目战所需的战斗数量。,あなたの強大な力が評判となり、タイタンがあなたに怯えるようになりました。ボス戦までに必要なバトル数が減少。,당신의 엄청난 힘에 대한 소문이 퍼지자 타이탄들이 두려워하기 시작합니다.보스 전투를 잠금 해제하기 위해 필요한 전투의 수가 감소합니다.,"I takt med at rygtet om dine umådeligt store kræfter spredes, begynder titanerne at frygte dig.Nedsætter antallet af kampe, som er påkrævet for at låse op for en bosskamp.",Nu er gesproken wordt over je enorme kracht beginnen de Titanen je te vrezen.Vermindert het aantal gevechten dat nodig is om een baasgevecht te ontgrendelen.,La nouvelle de ton immense pouvoir se répand et les Titans commencent à te craindre.Réduit le nombre de combats nécessaires pour débloquer un combat de boss.,"Da sich deine enormen Kräfte herumsprechen, beginnen die Titanen, dich zu fürchten.Verringert die Anzahl notwendiger Kämpfe für das Freischalten eines Bosskampfes.","Al diffondersi delle notizie sul tuo immenso potere, i titani iniziano a temerti.Riduce il numero di battaglie necessarie per sbloccare uno scontro con un boss.","Når ryktet om din uhorvelige kraft sprer seg, begynner titanene å frykte deg.Reduserer antallet slag som kreves for å låse opp en bosskamp.","С каждым убитым титаном вы все больше вселяете ужас в сердца врагов.Уменьшает число битв, требуемых для открытия сражения с боссом.",Tu inmenso poder está en boca de todos y los titanes empiezan a estar un poco intimidados.Reduce el número de batallas necesarias para desbloquear una batalla contra un jefe.,Allt eftersom ryktet om din styrka sprids börjar titanerna frukta dig.Minskar antalet strider som krävs för att låsa upp en bosstrid.,Büyük kuvvetin dilden dile dolaşırken titanlara korku salmaya başladın.Elebaşı dövüşünü açmak için gerekli savaş sayısını azaltır.,"Conforme os rumores sobre o seu imenso poder se espalham, os titãs começam a ter medo de você.Reduz o número de batalhas necessárias para desbloquear uma luta de chefe."
TALENT_LAZY_MULTIMON_DESC,Titans now band together in an attempt to defeat you. Increases the chance to spawn a large Titan wave.,,,Titans now fight in groups to try and take you down. Increases the chance to spawn a large titan wave.,現在巨人將以集體戰鬥試圖擊敗你。增加產生大量巨人攻勢的機率。,巨人现在组成了军团来击败你。增加大波巨人产生的机率。,タイタンが徒党を組んであなたを倒しに来ます。タイタンの集団が発生する確率がアップ。,이제 타이탄들이 무리를 지어 당신에게 도전합니다.대규모 타이탄 부대가 출현할 확률이 증가합니다.,Titaner kæmper nu i grupper i forsøget på at bekæmpe dig.Forøger chancen for at skabe en stor bølge af titaner.,Titanen vechten nu in groepen om te proberen jou te verslaan.Vergroot de kans op het voortbrengen van een grote Titanengolf.,Les Titans se battent désormais en groupes pour tenter de l'emporter.Augmente les chances de générer une grande vague de Titans.,"Titanen kämpfen jetzt in Gruppen und versuchen, dich zu erledigen.Erhöht die Chance darauf, eine große Titanenwelle freizusetzen.",I titani ora combattono in gruppo per cercare di sconfiggerti.Aumenta la possibilità di far comparire una grande ondata di titani.,Titanene kjemper nå i grupper for å prøve å felle deg.Øker sjansen for å frembringe en stor bølge av titaner.,В надежде одолеть вас титаны решают нападать группой.Увеличивает шанс появления огромной волны титанов.,Los titanes combaten en grupo para intentar derrotarte.Aumenta la probabilidad de que aparezca una gran oleada de titanes.,Titanerna går nu ihop i grupper för att försöka besegra dig.Ökar chansen att möta en stor titanvåg.,Titanlar artık grup halinde savaşarak seni alt etmeye çalışır.Büyük bir titan dalgası oluşturma şansını artırır.,Os titãs agora lutam em grupos para tentar derrotar você.Aumenta a chance de uma grande onda de titãs ser gerada.
TALENT_LAZY_AUTOADV_DESC,Selfless heroes carry you to new places while you rest. Advance through stages while offline.,,,Selfless heroes carry you to new places while you rest. Advance through stages while offline.,在你休息時，無私不懈的英雄會將你帶到新地點。離線時仍可通過關卡。,无私的英雄在你休息时把你带到了新的地方。在离线时过关。,献身的なヒーローがあなたの休憩中に新たな場所まで連れていってくれます。オフライン中に新たなステージに到達。,휴식하는 동안 영웅들이 당신을 새로운 곳으로 데려갑니다.오프라인 동안 스테이지를 진행해 나갑니다.,"Uselviske helte bærer dig til et nyt sted, mens du hviler.Avancér gennem niveauer, mens du er offline.",Onbaatzuchtige helden dragen je naar nieuwe plekken terwijl je uitrust.Je kunt stadia doorlopen terwijl je offline bent.,Des héros altruistes t'emmènent en balade pendant que tu te reposes.Tu progresses en secteur quand tu n'es pas connecté.,"Selbstlose Helden bringen dich an neue Orte, während du dich ausruhst.Rücke auch offline durch Levels vor.",Degli eroi senza paura ti trasportano in nuovi luoghi mentre riposi.Prosegui nei livelli anche quando sei offline.,Uegoistiske helter bærer deg til nye steder mens du hviler.Kom deg videre til nye brett selv når du er offline.,"Самоотверженные герои ведут вас в новые места, пока вы отдыхаете.Вы переходите на новые этапы, даже когда не играете.","Héroes altruistas te transportan a lugares nuevos mientras descansas;así, alcanzas fases nuevas mientras estás fuera del juego.",Osjälviska hjältar bär dig till nya platser medan du vilar.Ta dig vidare i banor medan du är offline.,"Özverili kahramanların, sen dinlenirken seni başka yerlere taşır.Çevrimdışıyken aşamaları geçirir.",Heróis altruístas carregam você para novos lugares enquanto você descansa.Avance fases enquanto estiver off-line.
